layer,label,cosine
6,depressed,0.1719006448984146
6,sad,0.058128371834754944
6,gloomy,-0.010761450976133347
6,melancholy,0.07865964621305466
6,miserable,0.10159321874380112
6,dispirited,0.07464056462049484
6,listless,-0.021051893010735512
6,weary,0.11015638709068298
6,worn out,0.03607449308037758
6,tired,0.004496518988162279
6,resigned,-0.040607403963804245
6,lonely,0.08217449486255646
6,heartbroken,0.2252427041530609
6,grief-stricken,0.22150729596614838
6,worthless,0.14350876212120056
6,self-critical,0.0581049807369709
6,ashamed,-0.016947820782661438
6,guilty,0.07993179559707642
6,humiliated,-0.10373956710100174
6,embarrassed,-0.2175942212343216
6,regretful,0.12278536707162857
6,sorry,-0.031773533672094345
6,desperate,0.19144019484519958
6,panicked,0.00391920143738389
6,hysterical,0.10625527799129486
6,overwhelmed,0.04734083265066147
6,distressed,0.09877528995275497
6,tormented,0.2271880805492401
6,trapped,0.18687279522418976
6,stuck,0.11471833288669586
6,frustrated,-0.06790519505739212
6,exasperated,-0.1273842602968216
6,angry,-0.14575660228729248
6,anxious,-0.08504542708396912
6,afraid,0.025062981992959976
6,nervous,-0.18734312057495117
6,stressed,-0.09415975213050842
6,calm,-0.27577313780784607
6,self-confident,-0.03143513947725296
6,content,-0.13817012310028076
6,happy,-0.13998661935329437
6,hopeful,-0.10818465799093246
6,clinical_depression,0.018475262448191643
6,acute_grief,0.1895381212234497
6,burnout_exhaustion,-0.10226139426231384
6,physical_illness_fatigue,0.13558706641197205
6,anxiety_panic,-0.03125360235571861
6,frustration_blocked_goal,-0.1301136612892151
6,pain_axis,-0.3231563866138458
8,depressed,-0.055553317070007324
8,sad,-0.054675571620464325
8,gloomy,0.21493017673492432
8,melancholy,-0.0037172934971749783
8,miserable,0.23624174296855927
8,dispirited,0.24018660187721252
8,listless,-0.1013384684920311
8,weary,0.14373686909675598
8,worn out,0.043661992996931076
8,tired,0.2119162231683731
8,resigned,-0.3143356740474701
8,lonely,-0.002089116722345352
8,heartbroken,-0.18684005737304688
8,grief-stricken,-0.22395195066928864
8,worthless,-0.26709720492362976
8,self-critical,-0.001794405747205019
8,ashamed,-0.15060213208198547
8,guilty,-0.27637434005737305
8,humiliated,0.28371965885162354
8,embarrassed,0.22040653228759766
8,regretful,-0.32339197397232056
8,sorry,-0.28218981623649597
8,desperate,0.03782016038894653
8,panicked,0.17493902146816254
8,hysterical,0.10332855582237244
8,overwhelmed,0.37902310490608215
8,distressed,0.019777946174144745
8,tormented,0.23446832597255707
8,trapped,0.28590789437294006
8,stuck,0.19423016905784607
8,frustrated,0.36290279030799866
8,exasperated,0.2604968845844269
8,angry,0.10953957587480545
8,anxious,0.14405566453933716
8,afraid,0.22536568343639374
8,nervous,0.029330657795071602
8,stressed,0.2834010720252991
8,calm,-0.36622822284698486
8,self-confident,-0.13398303091526031
8,content,-0.27566006779670715
8,happy,-0.06162611022591591
8,hopeful,-0.2559974789619446
8,clinical_depression,-0.25338736176490784
8,acute_grief,-0.23108971118927002
8,burnout_exhaustion,0.161007821559906
8,physical_illness_fatigue,0.005228368565440178
8,anxiety_panic,0.17815065383911133
8,frustration_blocked_goal,0.05814370512962341
8,pain_axis,-0.5662280321121216
10,depressed,-0.039971351623535156
10,sad,-0.09029249846935272
10,gloomy,0.016820896416902542
10,melancholy,-0.1320471316576004
10,miserable,0.006318323314189911
10,dispirited,0.07930763065814972
10,listless,0.08138825744390488
10,weary,0.09473657608032227
10,worn out,-0.06933372467756271
10,tired,0.05098174884915352
10,resigned,-0.1601988673210144
10,lonely,-0.061508990824222565
10,heartbroken,-0.22821033000946045
10,grief-stricken,-0.21759654581546783
10,worthless,-0.22216208279132843
10,self-critical,-0.040545716881752014
10,ashamed,-0.11203251779079437
10,guilty,-0.17705754935741425
10,humiliated,0.23116301000118256
10,embarrassed,0.2607191503047943
10,regretful,-0.30231818556785583
10,sorry,-0.3271021544933319
10,desperate,0.08912306278944016
10,panicked,0.23873859643936157
10,hysterical,0.24033154547214508
10,overwhelmed,0.24103990197181702
10,distressed,-0.06132040545344353
10,tormented,0.07205080986022949
10,trapped,0.14787982404232025
10,stuck,0.05541244149208069
10,frustrated,0.3461574614048004
10,exasperated,0.28404179215431213
10,angry,0.20066727697849274
10,anxious,0.21424975991249084
10,afraid,0.18531133234500885
10,nervous,0.20823055505752563
10,stressed,0.18143020570278168
10,calm,-0.25690382719039917
10,self-confident,-0.13995975255966187
10,content,-0.2912156283855438
10,happy,-0.09251309931278229
10,hopeful,-0.2633092999458313
10,clinical_depression,-0.2356780469417572
10,acute_grief,-0.11833063513040543
10,burnout_exhaustion,-0.09307540953159332
10,physical_illness_fatigue,-0.03685680776834488
10,anxiety_panic,0.08892840147018433
10,frustration_blocked_goal,0.20455165207386017
10,pain_axis,-0.6341860294342041
12,depressed,0.04400517791509628
12,sad,-0.009672673419117928
12,gloomy,0.07449160516262054
12,melancholy,-0.10831086337566376
12,miserable,0.07073412835597992
12,dispirited,0.10363180935382843
12,listless,0.11722399294376373
12,weary,0.14131027460098267
12,worn out,0.05541561171412468
12,tired,0.12810352444648743
12,resigned,-0.14643648266792297
12,lonely,-0.01692023314535618
12,heartbroken,-0.16560323536396027
12,grief-stricken,-0.17174175381660461
12,worthless,-0.17234180867671967
12,self-critical,-0.11533865332603455
12,ashamed,-0.13588161766529083
12,guilty,-0.2008374035358429
12,humiliated,0.15588703751564026
12,embarrassed,0.21412630379199982
12,regretful,-0.3205670118331909
12,sorry,-0.3241775631904602
12,desperate,0.19238083064556122
12,panicked,0.2213674783706665
12,hysterical,0.2287248820066452
12,overwhelmed,0.3030219078063965
12,distressed,0.027728678658604622
12,tormented,0.007828067988157272
12,trapped,0.09473559260368347
12,stuck,0.04796583205461502
12,frustrated,0.28619304299354553
12,exasperated,0.2525125741958618
12,angry,0.1557968258857727
12,anxious,0.2360062301158905
12,afraid,0.1719786524772644
12,nervous,0.24660234153270721
12,stressed,0.23549750447273254
12,calm,-0.2711288630962372
12,self-confident,-0.2517518997192383
12,content,-0.2819898724555969
12,happy,-0.15190967917442322
12,hopeful,-0.27688851952552795
12,clinical_depression,-0.20762252807617188
12,acute_grief,-0.12373124063014984
12,burnout_exhaustion,-0.08692825585603714
12,physical_illness_fatigue,-0.05980679765343666
12,anxiety_panic,0.1001211628317833
12,frustration_blocked_goal,0.1775161474943161
12,pain_axis,-0.5476621985435486
14,depressed,0.22688443958759308
14,sad,-0.1661381870508194
14,gloomy,-0.1818522810935974
14,melancholy,-0.1327628791332245
14,miserable,-0.09371837228536606
14,dispirited,0.09206689149141312
14,listless,0.13630321621894836
14,weary,0.08888529241085052
14,worn out,0.007280874997377396
14,tired,-0.1966259479522705
14,resigned,0.10100865364074707
14,lonely,0.08349717408418655
14,heartbroken,0.1128503754734993
14,grief-stricken,0.0744219645857811
14,worthless,0.28221312165260315
14,self-critical,0.14610408246517181
14,ashamed,0.28850874304771423
14,guilty,0.24951675534248352
14,humiliated,0.26868847012519836
14,embarrassed,0.1425931751728058
14,regretful,0.012297860346734524
14,sorry,-0.13238190114498138
14,desperate,0.26638108491897583
14,panicked,0.0853363424539566
14,hysterical,0.009618766605854034
14,overwhelmed,0.08820182830095291
14,distressed,-0.17346613109111786
14,tormented,0.048927582800388336
14,trapped,0.08444519340991974
14,stuck,0.060749974101781845
14,frustrated,-0.009092176333069801
14,exasperated,-0.021287433803081512
14,angry,-0.04901646450161934
14,anxious,0.024570120498538017
14,afraid,0.031556934118270874
14,nervous,-0.06239243596792221
14,stressed,-0.1448865830898285
14,calm,-0.25010693073272705
14,self-confident,-0.05832257121801376
14,content,-0.322236031293869
14,happy,-0.2167123705148697
14,hopeful,-0.13027256727218628
14,clinical_depression,-0.011452458798885345
14,acute_grief,0.01980757527053356
14,burnout_exhaustion,-0.05849757045507431
14,physical_illness_fatigue,0.13137535750865936
14,anxiety_panic,0.056196428835392
14,frustration_blocked_goal,-0.09246374666690826
14,pain_axis,-0.5526118874549866
16,depressed,0.11099546402692795
16,sad,-0.17509938776493073
16,gloomy,-0.1779291033744812
16,melancholy,-0.14613841474056244
16,miserable,-0.014187411405146122
16,dispirited,0.04847247526049614
16,listless,0.028294963762164116
16,weary,-0.05289754644036293
16,worn out,-0.10468162596225739
16,tired,-0.18686829507350922
16,resigned,0.14398372173309326
16,lonely,0.033160917460918427
16,heartbroken,0.1141568124294281
16,grief-stricken,0.009876317344605923
16,worthless,0.24255652725696564
16,self-critical,0.21475885808467865
16,ashamed,0.3075382709503174
16,guilty,0.33442020416259766
16,humiliated,0.21858851611614227
16,embarrassed,0.0661812499165535
16,regretful,0.24928247928619385
16,sorry,0.14400145411491394
16,desperate,0.18119105696678162
16,panicked,-0.06828226149082184
16,hysterical,-0.12681758403778076
16,overwhelmed,-0.017248451709747314
